nama pengguna,komentar
etika09,"Sebagai seorang Guru SD , setelah menyimak vidio di atas dapat saya simpulkan bahwa konsep pembelajaran dalam kurikulum merdeka ada beberapa prinsip yang harus diketahui dan dipahami diantaranya 1.pendidkan berpusat pada peserta didik 2.pengalaman belajar yang menyenangkan 3.mengembangkan kreativitas dan inovasi 4.pembelajaran yang kontekstual 5.pembelajran yang inklusif."
yulianaiin5738,"Konsep pembelajaran dalam kurikulum merdeka ini adalah berfokus pada materi yang esensial dan fleksibel sesuai minat, bakat, dan kebutuhan masing² karakteristik siswa. 
Kurma ini cocok diterapkan pada saat ini, mengingat saat ini era digital dan sudah banyak sekali guru² muda yang  profesional sehingga dalam mengajar bisa lebih kreatif dan inovatif."
kakakwethri623,"Konsep pembelajaran di kurikulum mandiri ini membuat pembelajaran berpusat pada anak, membuat pembelajaran menjadi menyenangkan, membantu mengembangkan kreatif dan inovatif pada siswa, membantu anak memiliki pengalaman memahami potensi lokal, membantu anak mengembangkan potensi diri untuk kehidupan masa depan anak."
ilisadili3043,"Konsep kurikulum merdeka merupakan konsep kurikulum yg paling cocok diterapkan di Indonesia, sebab berdampak positif pada kemajuan pengetahuan keterampilan anak anak kita. Konsep pembelajaranya berpusat pada proses kegiatan cara belajar siswa."
paknetatabapakebocah7137,"Ciri ciri Konsep pembelajaran pada kurikulum merdeka antara lain pembelajaran terpusat kepada peserta didik,pengalaman belajar yg menyenangkan, mengembangkan kreativitas dan inovasi, pembelajara yang contextual, pembelajaran yang inklusif"
bqria.s311,"Konsep pembelajaran dalam kurikulum merdeka
1. Pendidikan berpusat pada peserta didik
2. Pengalaman belajar yang menyenangkan
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran inklusif"
edisaepulhayat_smpn2cisomp869,"Sebagai guru profesional dan saya berdiri dibelakang konsep kurmer ,karena belajar bukan hnya Pengetahuan dan kemampuan, tetapi juga pengembangan diri dan kreatifitas. Peserta didik tidak hanya mendapatkan pengetahuan dan ketrampilan ,tetapi juga ruang untuk mengembangkan ketrampilan mereka. Konsep ini menitik beratkan pada materi yang relevan dan fleksibel sesuai dengan minat kemampuan dan kebutuhan masing masing siswa ."
ernakuntariwati4657,Konsep pembelajaran kurikulum merdeka berpusat pada siswa yang bertujuan menciptakan generasi muda yg mandiri dan kreatif dengan memperhatikan prinsip prinsip tertentu.
lindramuliawati9783,Konsep pembelajaran dalam kurikulum merdeka menanamkan konsep pengetahuan yang sangat luas. Siswa dapat mengeksplorasi pengetahuan dari berbagai sumber. Peserta didik dapat mengembangkan Ketrampilan dan kreatifitas mereka karena mendapatkan dukungan baik sarana prasarana ruang untuk menyalurkan bakat mereka.
winartihani900,"Konsep penting dalam kurikulum merdeka mengacu pada prinsip :berpusat pada peserta didik, pengalaman belajar yang menyenangkan, mengembangkan kreativitas, pembelajaran berbasis kontekstual, pembelajran yang inklusif,"
erlynurafifa8129,"Sebagai guru MI Konsep pembelajaran dalam kurikulum merdeka sangat penting, seperti yang dijelaskan dalam Vidio di atas bahwa pembelajaran berpusat pada peserta didik yang tujuannya menghasilkan generasi yang mandiri, kreativ dan inovatif."
Massur64,"Kurikulum merdeka bertujuan mengedepankan nilai-nilai keindonesiaan dan kearifan lokal.  Konsep kurikulum merdeka bertujuan menghasilkan generasi yg lebih mandiri, kreatif dan inovatif. Prinsip kurikulum merdeka antara lain
1. Pendidikan berpusat pada peserta didik, guru sebagai fasilitator untuk membantu siswa mengembangkan potensi
2. Pengalaman belajar yang menyenangkan, pembelajaran juga dilakukan diluar kelas dengan kegiatan menarik dan bermanfaat untuk meningkatkan minat dan motivasi siswa dalam belajar
3. Mengembangkan kreatifitas dan inovasi, siswa dituntut menyelesaikan masalah dengan kreatif dan inovatif, pembelajaran dengan interaktif sehingga meningkatkan kemampuan siswa dalam berpikir kritis dan bekerja sama 
4. Pembelajaran contextual, pembelajaran disesuaikan dengan konteks kehidupan siswa dengan mengutamakan pada pengalaman dan kearifan lokal kemudian mengaplikasikannya dalam kehidupan sehari hari
5. Pembelajaran inklusif, pembelajaran dilakukan dengan cara yang menyenangkan dan memberikan kesempatan yang sama kepada semua siswa"
tkjsolutions6471,Pembelajaran berubah dari yang berpusat pada guru menjadi berpusat pada peserta didik
sitimasulah358,"Sebagai Guru SMA, sy sangat setuju dg adamya kurikulum merdeka. Karena kudikulum ini dirancang untuk mengembangkan potensi diri peserta didik bukan hanya tentang teori tp jg praktik. Pembelajaran kurikulum merdeka bersifag kontekstual dan inklusif jd bs mencakup semua karakter peserta didik tdk hanya berpusat padA peserta didik yg unggul dalam hal akademik saja."
murtisari8509,"Konsep pembelajaran di dalam kurikulum merdeka diharapkan akan membuat pendidikan di indonesia bisa menjadi lebih baik daripada sebelumnya. Siswa diharapkan kedepannya akan menjadi pribadi yang kritis, kreatif, trampil  dan siap menghadapi tantangan di masa depan."
gigiehaqq2739,"Konsep pembelajaran mengacu pada peserta didik.prinsip pembelajaran pada kurikulum belajar : pembelajaran berpusat PD peserta didik, pengalaman belajar yg menyenangkan, mengembangkan kreativitas dan inovatif, pembelajaran yg kontekstual., Dan Pembelajaran inklusif,"
mediakanhulu2114,"Dari video diatas dapat disimpulkan nahwa sangat penting menerapkan konsep pembelajaran dalam kurikulum merdeka, dimana peserta didik dijadikan sebagai subjek. Tujuannya adalah agar peserta menjadi kreatif dan inovatif karena berpusat pada peserta didik, sedangkan guru adalah fasilitator."
gekari_gerri,"Sebagai seorang Guru Konsep kurikulum merdeka ini sangat menarik metode pembelajaran yang mengacu pada pendekatan bakat dan minat. Para pelajar dapat memilih pelajaran apa saja yang ingin dipelajari sesuai passion yang dimilikinya. Secara umum, kurikulum merdeka merupakan kurikulum pembelajaran intrakurikuler yang beragam."
sofiantikudadiri1263,"Menurut saya Sebagai seorang guru SD, kurikulum merdeka sangatlah sesuai dengan kondisi sekarang ini karena konsep kurikulum merdeka menuju pada peserta didik sebqgai subjek utama dalam proses pembelajaran"
babansobandi2247,"Konsep pembelajaran dalam kurikulum merdeka sangatlah penting, dalam video ini di jelaskan bahwa pembelajaran berpusat pada peserta yang tujuannya supaya menghasilkan generasi yang mandiri, kreatif, dan inovatif. Sebagai Peserta didik tidak hanya diberikan pengetahuan dan keterampilan akan tetapi diberikan ruang untuk mengembangkan kemampuan dirinya. Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, serta kebutuhan dari masing-masing karakteristik siswa."
hermanindrasusanto452,"Sebagai guru,dengan kurikulum merdeka siswa adalah segalanya,bagaimana kita memperlakukan siswa dengan baik agar siswa dapat menggali potensi diri sebagai bekal ketika siswa tamat sekolah punya bekal."
khoiriazizi8643,Kurikulum merdeka bertujuan utk menyiapkan peserta didik dalam menghadapi masa depan pada abad 21 .
dessykarinaindralestari6093,"Saya sebagai guru dan sudah menerapkan kurikulum merdeka tahun ini sangat setuju dengan hal ini, karena mengembangkan kreativitas siswa dan inovasi serta manfaat lainnya"
rahmatang6611,Pada kurikulum tersebut siswa dijadikan sbgai subjek dimana guru sbgai fasiitator dmn hrs menggunakan berbagai macam model atau konsep yg LBH byk model agar membuat siswa lebih aktif dan kreatif. Pmbljranx bukan hanya dilakukan didilm kelas tapi diluar kelas
sofiamafaza,Implementasi kurikulum merdeka relevan dengan pembelajaran abad 21 yang membekali siswa dengan keterampilan 4C. Siswa memiliki cukup waktu untuk mendalami konsep dan menguatkan kompetensi.
user-ob1me9cb9w,"Sebagai seorang guru di sekolah dasar menurut saya bahwa, konsep kurikulum merdeka ini adalah konsep yang paling cocok diterapkan di Indonesia karena akan berdampak positif pada kemajuan pengetahuan, keterampilan anak-anak kita. Konsepnya luar biasa  karena pembelajarannya dari berpusat pada guru menjadi berpusat pada siswa."
haniklatifah4939,"Sebagai seorang guru, konsep pembelajaran dalam kurikulum merdeka memang sangat penting, seperti yang dijelaskan dalam video bahwa pembelajaran berpusat pada peserta didik tujuannya agar menghasilkan generasi yang mandiri, kreatif dan inovatif. Peserta didik tidak hanya diberikan pengetahuan dan keterampilan tetapi juga diberikan ruang untuk mengembangkan kemampuan dirinya. Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa."
destriezwaharnika4754,"pengetahuan, keterampilan anak-anak. Konsepnya luar biasa  karena pembelajarannya dari berpusat pada guru menjadi berpusat pada siswa sehingga siswa lebih mandiri dan kreatif"
denyrahmawati7422,"Kurikulum merdeka mengacu pada pendekatan peserta didik agar dapat mengembangkan kemampuan diri dan kreatifitas ,belajar tidak hanya di dapat dari dalam ruangan saja tetapi bisa dari luar ruangan atau lingkungan sekitanya."
arnyhadainda1820,"Konsep pembelajaran dalam kurikulum merdeka menitikberatkan:
1. Pendidikan dan pembelajaran yang berpusat pada siswa.
2. Pengalaman belajar yang menyenangkan, karena siswa diberikan kebebasan untuk menyalurkan ide dan kreativitasnya.
3. Pembelajaran kontekstual, di mana siswa diberikan pembelajaran yang sesuai dengan situasi nyata.
4. Pembelajaran inklusif, di mana siswa tidak hanya belajar di dalam ruang kelas saja, tetapi diijinkan untuk menelusuri berbagai sumber pengetahuan yang relevan."
windarizkynurlutfiana1419,Saya sebagai guru sangat mendukung adanya kurikulum merdeka karena lebih menjadikan peserta didik sebagai subjek utama yang tentunya dapat memberikan ruang kepada peserta didik dalam mengembangkan kemampuan diri dan kreatifitasnya.
apeprobika7436,Pada tahapan ini trutama di kurikulum merdeka mengedepankan nilai kemandirian dan stimulus untuk lebih meningkatkan lagi potensi siswa
masdikakepca1113,"Guru bukan lagi sebagai subyek, tapi sebagai fasilitator dalam pembelajaran. Peserta didik sebagai subyek yang secara langsung harus mampu menerapkan ide kreatif dan bernalar kritis. Diharapkan mampu menghasilkan generasi yang berkualitas. By Su'udi sman 3 Pati"
bahrulakli185,"Kurikulum merdeka memiliki beberapa konsep pembelajaran, antara lain berpusat pada peserta didik, pengalaman belajar yang menyenangkan, mengembangkan kreativitas dan inovasi, pembelajaran kontekstual, pembelajaran inklusif. Konsep pembelajaran dalam kurikulum merdeka bertujuan agar perserta didik mampu secara mandiri, kreatif, inovatif, berbasis pengalaman dan kearifan lokal."
ixcaliezty,"Kurikulum merdeka adalah kurikulum baru yg bertujuan memperbaiki sistem pendidikan di indonesia yang mengedapankan nilai"" keindonesiaan dan kearifan lokal. 
Konsep pembelajaran pada kurikulum ini adalah
1. peserta didik sebagai pusat pembelajaran, untuk menghasilkan generasi yang mandiri kreatif dan inovatif
2. Pembelajaran yang menyenangkan baik di dalam ataupun di luar kelas
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran yang kontekstual
5. Pembelajaran yang inklusif"
rahmayrahmay1609,"Kurikulum merdeka kurikulum yang sangat bagus diterapkan di Indonesia karena mengembangkan pengetahuan dan keterampilan sehingga menghasilkan pembelajaran yang kreatif ,inovatif dan menyenangkan sehingga siswa mencapai tujuan yg diharapkan"
fitriaftikawulansari8813,"Beberapa prinsip dalam konsep pembelajaran kurikulum merdeka, antara lain :
1. Pendidikan berpusat pada peserta didik.
2. Pengalaman belajar yang menyenangkan.
3. Mengembangkan kreativitas dan inovasi.
4. Pembelajaran yang kontekstual.
5. Pembelajaran yang inklusif."
arwindirawandanuputra8702,Guru berperan sebagai fasilitator bagi siswa sebagai sarana pengembangan diri siswa.
Angellase-ey8od,Setelah sy menyimak vidio diatas sy dpt kesimpulkan bhw kurikulum merdeka merupakan salah satu yg mbuat peserta didik kreatif dan inofatif.shingga dpt mnghasilkn peserta didik yg berkualitas.
nilnamunana3706,"Sebagai guru, kurikulum meredeka mempunyai konsep yang sangat penting pada era digital mengingat abad 21 ini literasi saja tidak cukup karena harus menambah keterampilan. Peserta didik dijadikan subjek dalam pembelajaran dengan melibatkan mereka sehingga mereka lebih interaktif dan pembelajaran sangat mementingkan konsep konteksutal tergantung lebih dekat dengan kehidupan sehari-hari"
gbersama880,"Saya sebagai seorang mahasiswa, kesimpulan yang saya dapatkan setelah menyimak vidio di atas adalah di dalam kurikulum merdeka ada beberapa prinsip yang harus diketahui dan dipahami diantaranya pendidkan berpusat pada peserta didik, memberikan pengalaman belajar yang menyenangkan, mengembangkan kreativitas dan inovasi, memberikan pembelajaran yang kontekstual, serta pembelajaran yang inklusif."
anangekosaputro5787,"Saya seorang guru sekolah profesional dan saya berdiri di belakang konsep kurmer, karena belajar bukan hanya pengetahuan dan kemampuan, tetapi pengembangan diri dan kreativitas. Peserta didik tidak hanya mendapatkan pengetahuan dan keterampilan, tetapi juga ruang untuk mengembangkan keterampilan mereka. Konsep ini menitikberatkan pada materi yang relevan dan fleksibel sesuai dengan minat, kemampuan dan kebutuhan masing-masing siswa."
nuryantini2659,"Sebagai seorang guru SD menurut saya bahwa,
konsep kurikulum merdeka ini adalah konsep yang
paling cocok diterapkan di Indonesia karena akan
berdampak positif pada kemajuan pengetahuan,
keterampilan anak-anak. Konsepnya luar biasa
karena pembelajarannya dari berpusat pada guru
menjadi berpusat pada siswa sehingga siswa
lebih mandiri dan kreatif"
yuliviaazri4042,"Konsep pembelajaran pada kurikulum merdeka adalah pendidikan yg berpusat pada peserta didik yg diarahkan atau didorong untuk mandiri, kreatif, kontekstual, menerapkan kearifan lokal, penerapan pendidikan inklusif. Pembelajaran yg menyenangkan, bergerak, membuat sesuatu ...  Sehingga tidak monoton ..... Memacu untuk .... pengembangan life skill"
darlitairfa5855,Kurikulum merdeka mengacu yang berpusat kepada peserta didik artinya peserta didik adalah menjadi objek pertama dalam proses pembelajaran. Kurikulum merdeka ini juga membangun kemampuan diri dan kreativitas oleh masing2 peserta didik.
marwah-6604,Sangat menginspirasi
ahmadbaedowi7524,Kurikulum merdeka bukan hanya memberikan pengetahuan dan ketrampilan tapi juga diberikan ruang untuk mengembangkan diri dan kreatifita
nurhayatise4045,"saya seorang guru sekolah saya berdiri belakang konsep kirmer, belajar bukan hanya pengetahuan kemampuan tetapi pengembangan diri"
triastuti2755,Saya Tri Astuti Disdikpora kebumen..pembelajaran berpusat pada peserta didik sebagai objek utama
ahmadpoenyachannel5035,"Saya sebagai pendidik menurut saya K merdeka sangat relevan dengan perkembangan jaman  sangat cocok dengan mengedepankan kebutuhan siswa sehingga siswa bisa aktif, kreatif dan mengedepankan  kearifan loka,"
ErvinaNurjayanti-yf7dp,Konsep pembelajaran dalam kurikulum merdeka mengacu pada pendekatan siswa dalam artian siswa dijadikan sebagai subjek utama dalam proses pembelajaran. Siswa juga diberikan kemerdekaan untuk mengembangkan potensi yang dimilikinya. Guru dijadikan sebagai fasilitator dalam proses pembelajaran kurikulum merdeka.
TriWantiyem-gd4on,"Konsep Pembelajaran Kumer, Berpusat pada peserta didik, Pengalaman belajar yang menyenangkan, Mengembangkan kreatifitas dan inovasi, Pembelajaran yang kontekstual, Pembelajaran inklusif"
RiskaAnisa-mk2vy,"Setelah saya menyimak video diatas, saya sangat setuju dengan adanya kurikulum merdeka. Belajar mengedepankan kebutuhan siswa dan kearifan lokal, dimana pembelajaran berpusat pada siswa. Sehingga siswa bisa lebih aktif dan kreatif."
budiyono116,"kurikulum merdeka memang sangat penting,seperti yang dijelaskan dalam video bahwa pembelajaran berpusat pada peserta didik tujuannya agar menghasilkan generasi yang mandiri, kreatif dan inovatif.Peserta didik tidak hanya diberikan pengetahuan dan keterampilan tetapi juga diberikan ruang untuk mengembangkan kemampuan dirinya. Konsep ini berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa."
